title,sceneId,sceneName,panoramaImage,hasCustom,customPage
若谷_360預覽,door,玄關,Door.jpg,0,
若谷_360預覽,living,客廳,Living.jpg,0,
若谷_360預覽,Room01,琴房,piano.jpg,0,
若谷_360預覽,Room02,次臥室,Room1.jpg,0,
若谷_360預覽,bedroom,主臥室,Bedroom.jpg,0,
若谷_360預覽,Cloth,更衣間,Cloth.jpg,0,
